EndType,NewApp,Last,Office,Month,County,Year,Day,First,Date,EndDate,Duration,AppointingPresident,AppointingPresidentIndex,AppointingPG,AppointingPGIndex,DismissingPresident,DismissingPresidentIndex,DismissingPG,DismissingPGIndex,AppCongressionalElection,AppPresidentialElection,DisCongressionalElection,DisPresidentialElection
0,1,Keeter,KEETER,9,Wise,1883,7,Mrs. Phebe L.,1883-09-07,1886-01-25,871,Arthur,13,Walter Q. Gresham,30,Cleveland1,14,William F. Vilas,32,51.5,0.95,94.8,0.9051173
0,0,Crow,KEETER,1,Wise,1886,25,Harriet C.,1886-01-25,1888-10-24,1003,Cleveland1,14,William F. Vilas,32,Cleveland1,14,Donald M. Dickinson,33,94.8,0.9051173,15.5,0.9051173
0,0,Lively,KEETER,10,Wise,1888,24,Ed. O.,1888-10-24,1889-11-21,393,Cleveland1,14,Donald M. Dickinson,33,Harrison,15,John Wanamaker,34,15.5,0.9051173,81.5,0.815
0,0,Mullins,KEETER,11,Wise,1889,21,Aug. B.,1889-11-21,1891-07-21,607,Harrison,15,John Wanamaker,34,Harrison,15,John Wanamaker,34,81.5,0.815,87.4,0.815
0,0,Ratliff,KEETER,7,Wise,1891,21,Ruben J.,1891-07-21,1893-07-17,727,Harrison,15,John Wanamaker,34,Cleveland2,16,Wilson S. Bissell,35,87.4,0.815,60.4,0.8958333
0,0,Mullins,KEETER,7,Wise,1893,17,Harvey R.,1893-07-17,1894-03-03,229,Cleveland2,16,Wilson S. Bissell,35,Cleveland2,16,Wilson S. Bissell,35,60.4,0.8958333,60.4,0.8958333
0,0,Patterson,KEETER,3,Wise,1894,3,Geo. W.,1894-03-03,1896-11-04,977,Cleveland2,16,Wilson S. Bissell,35,Cleveland2,16,William L. Wilson,36,60.4,0.8958333,59.6,0.8695652
0,0,Gillenwaters,KEETER,11,Wise,1896,4,Irene E.,1896-11-04,1899-01-19,806,Cleveland2,16,William L. Wilson,36,McKinley,17,Charles Emory Smith,38,,,59.6,0.8695652
0,1,Earp,KUTER,5,Wise,1880,11,Thos. R.,1880-05-11,1881-02-01,266,Hayes,11,David M. Key,26,Hayes,11,Horace Maynard,27,54.6,0.956,65.4,0.95
0,0,Payne,KUTER,2,Wise,1881,1,Thos. F. M.,1881-02-01,1881-10-10,251,Hayes,11,Horace Maynard,27,Arthur,13,Thomas L. James,28,65.4,0.95,65.4,0.95
0,0,Dawson,KUTER,10,Wise,1881,10,O. H. V.,1881-10-10,1883-01-10,457,Arthur,13,Thomas L. James,28,Arthur,13,Timothy O. Howe,29,65.4,0.95,51.5,0.95
0,0,Keeter,KUTER,1,Wise,1883,10,Mrs. Phoebe L.,1883-01-10,1883-09-07,240,Arthur,13,Timothy O. Howe,29,Arthur,13,Walter Q. Gresham,30,51.5,0.95,51.5,0.95
0,1,Johnson,MINA,11,Wise,1881,7,Robt.,1881-11-07,1881-12-19,42,Arthur,13,Thomas L. James,28,Arthur,13,Thomas L. James,28,65.4,0.95,65.4,0.95
1,0,Johnson,MINA,12,Wise,1881,19,Robt. C.,1881-12-19,1882-09-18,273,Arthur,13,Thomas L. James,28,Arthur,13,Timothy O. Howe,29,65.4,0.95,65.4,0.95
1,1,Mode,MODEVILLE,3,Wise,1882,24,John O.,1882-03-24,1883-09-18,543,Arthur,13,Timothy O. Howe,29,Arthur,13,Walter Q. Gresham,30,65.4,0.95,51.5,0.95
0,1,Walker,MUSE,10,Wise,1895,15,Eliza A.,1895-10-15,1895-12-23,69,Cleveland2,16,William L. Wilson,36,Cleveland2,16,William L. Wilson,36,39.2,0.8958333,39.2,0.8958333
0,0,Brown,MUSE,12,Wise,1895,23,Wm. B.,1895-12-23,1896-11-14,327,Cleveland2,16,William L. Wilson,36,Cleveland2,16,William L. Wilson,36,39.2,0.8958333,59.6,0.8695652
0,0,Walker,MUSE,11,Wise,1896,14,Eliza A.,1896-11-14,1900-12-04,1480,Cleveland2,16,William L. Wilson,36,McKinley,17,Charles Emory Smith,38,,,59.6,0.8695652
0,1,Mellown,NEWARK,10,Wise,1893,4,Mattie E.,1893-10-04,1895-12-21,808,Cleveland2,16,Wilson S. Bissell,35,Cleveland2,16,William L. Wilson,36,60.4,0.8958333,39.2,0.8958333
0,0,Harmon,NEWARK,12,Wise,1895,21,Montgomery H.,1895-12-21,3/27/07,4113,Cleveland2,16,William L. Wilson,36,Roosevelt2,20,George von L. Meyer,42,39.2,0.8958333,59.6,0.8695652
1,1,Freeman,OPAL,11,Wise,1897,8,Jos. C.,1897-11-08,6/30/04,2425,McKinley,17,James A. Gary,37,Roosevelt1,19,Henry C. Payne,39,,,59.6,0.8695652
0,0,Mershon,PARADISE,2,Wise,1877,12,Wm. H.,1877-02-12,1879-01-02,689,Grant2,10,James N. Tyner,25,Hayes,11,David M. Key,26,54.6,0.956,54.6,0.956
0,0,Ramsdale,PARADISE,1,Wise,1879,2,Wm. B.,1879-01-02,1881-03-15,803,Hayes,11,David M. Key,26,Garfield,12,Thomas L. James,28,54.6,0.956,65.4,0.95
0,0,Mershon,PARADISE,3,Wise,1881,15,Fred L.,1881-03-15,1881-08-10,148,Garfield,12,Thomas L. James,28,Garfield,12,Thomas L. James,28,65.4,0.95,65.4,0.95
0,0,Forster,PARADISE,8,Wise,1881,10,Wm.,1881-08-10,1882-12-11,488,Garfield,12,Thomas L. James,28,Arthur,13,Timothy O. Howe,29,65.4,0.95,51.5,0.95
0,0,Terry,PARADISE,12,Wise,1882,11,Clabern,1882-12-11,1883-02-15,66,Arthur,13,Timothy O. Howe,29,Arthur,13,Timothy O. Howe,29,51.5,0.95,51.5,0.95
0,0,Holman,PARADISE,2,Wise,1883,15,Robt. S.,1883-02-15,1883-05-14,88,Arthur,13,Timothy O. Howe,29,Arthur,13,Walter Q. Gresham,30,51.5,0.95,51.5,0.95
0,0,Holman,PARADISE,5,Wise,1883,14,Isaac J.,1883-05-14,1890-02-28,2482,Arthur,13,Walter Q. Gresham,30,Harrison,15,John Wanamaker,34,51.5,0.95,81.5,0.815
0,0,Gibson,PARADISE,2,Wise,1890,28,Miles H.,1890-02-28,1891-09-12,561,Harrison,15,John Wanamaker,34,Harrison,15,John Wanamaker,34,81.5,0.815,87.4,0.815
0,0,Coleman,PARADISE,9,Wise,1891,12,Rufus M.,1891-09-12,1892-01-12,122,Harrison,15,John Wanamaker,34,Harrison,15,John Wanamaker,34,87.4,0.815,87.4,0.815
0,0,Lynch,PARADISE,1,Wise,1892,12,Jasper,1892-01-12,1895-03-28,1171,Harrison,15,John Wanamaker,34,Cleveland2,16,William L. Wilson,36,87.4,0.815,39.2,0.8958333
0,0,McClure,PARADISE,3,Wise,1895,28,Arthur W.,1895-03-28,1895-07-03,97,Cleveland2,16,William L. Wilson,36,Cleveland2,16,William L. Wilson,36,39.2,0.8958333,39.2,0.8958333
0,0,Ward,PARADISE,7,Wise,1895,3,Wm. M.,1895-07-03,1902-10-01,2646,Cleveland2,16,William L. Wilson,36,Roosevelt1,19,Henry C. Payne,39,39.2,0.8958333,59.6,0.8695652
0,1,Evans,PARK SPRINGS,7,Wise,1893,14,Margaret C.,1893-07-14,1893-10-19,97,Cleveland2,16,Wilson S. Bissell,35,Cleveland2,16,Wilson S. Bissell,35,60.4,0.8958333,60.4,0.8958333
0,0,Littlefield,PARK SPRINGS,10,Wise,1893,19,Mollie E.,1893-10-19,1897-07-23,1373,Cleveland2,16,Wilson S. Bissell,35,McKinley,17,James A. Gary,37,60.4,0.8958333,59.6,0.8695652
0,0,Smith,PARK SPRINGS,7,Wise,1897,23,Wylie J.,1897-07-23,1900-03-06,956,McKinley,17,James A. Gary,37,McKinley,17,Charles Emory Smith,38,,,59.6,0.8695652
0,1,Dorsey,PELLA,6,Wise,1877,4,Robt. A.,1877-06-04,1880-10-11,1225,Hayes,11,David M. Key,26,Hayes,11,Horace Maynard,27,54.6,0.956,54.6,0.956
0,0,Utley,PELLA,10,Wise,1880,11,J. A.,1880-10-11,1881-08-24,317,Hayes,11,Horace Maynard,27,Garfield,12,Thomas L. James,28,54.6,0.956,65.4,0.95
0,0,Hatchett,PELLA,8,Wise,1881,24,Shem E.,1881-08-24,1883-05-22,636,Garfield,12,Thomas L. James,28,Arthur,13,Walter Q. Gresham,30,65.4,0.95,51.5,0.95
0,0,Hatchett,PELLA,5,Wise,1883,22,Napoleon P.,1883-05-22,1889-02-26,2107,Arthur,13,Walter Q. Gresham,30,Cleveland1,14,Donald M. Dickinson,33,51.5,0.95,81.5,0.815
0,0,Winter,PELLA,2,Wise,1889,26,Francis S.,1889-02-26,1901-11-26,4655,Cleveland1,14,Donald M. Dickinson,33,Roosevelt1,19,Charles Emory Smith,38,81.5,0.815,59.6,0.8695652
1,1,King,PICKETT,9,Wise,1886,8,Jas. H.,1886-09-08,1887-08-11,337,Cleveland1,14,William F. Vilas,32,Cleveland1,14,William F. Vilas,32,94.8,0.9051173,15.5,0.9051173
0,1,Mitchum,PRINDLE,1,Wise,1891,9,Jas. W.,1891-01-09,1891-11-25,320,Harrison,15,John Wanamaker,34,Harrison,15,John Wanamaker,34,87.4,0.815,87.4,0.815
0,0,Bellows,PRINDLE,11,Wise,1891,25,John T.,1891-11-25,1893-07-14,597,Harrison,15,John Wanamaker,34,Cleveland2,16,Wilson S. Bissell,35,87.4,0.815,60.4,0.8958333
1,1,York,REX,9,Wise,1891,4,John W.,1891-09-04,1893-06-02,637,Harrison,15,John Wanamaker,34,Cleveland2,16,Wilson S. Bissell,35,87.4,0.815,60.4,0.8958333
0,0,Whittington,RHOME,2,Wise,1884,4,Geo. W.,1884-02-04,1885-11-04,639,Arthur,13,Walter Q. Gresham,30,Cleveland1,14,William F. Vilas,32,51.5,0.95,94.8,0.9051173
0,0,Ward,RHOME,11,Wise,1885,4,Lawrence L.,1885-11-04,1890-05-13,1651,Cleveland1,14,William F. Vilas,32,Harrison,15,John Wanamaker,34,94.8,0.9051173,81.5,0.815
0,0,Hatler,RHOME,5,Wise,1890,13,Francis M.,1890-05-13,1893-11-07,1274,Harrison,15,John Wanamaker,34,Cleveland2,16,Wilson S. Bissell,35,81.5,0.815,60.4,0.8958333
0,0,Ward,RHOME,11,Wise,1893,7,Lawrence L.,1893-11-07,1895-04-04,513,Cleveland2,16,Wilson S. Bissell,35,Cleveland2,16,William L. Wilson,36,60.4,0.8958333,39.2,0.8958333
0,0,Ward,RHOME,4,Wise,1895,4,Lucy A.,1895-04-04,1897-09-23,903,Cleveland2,16,William L. Wilson,36,McKinley,17,James A. Gary,37,39.2,0.8958333,59.6,0.8695652
0,0,Whitesides,RHOME,9,Wise,1897,23,Wm. W.,1897-09-23,11/28/14,6274,McKinley,17,James A. Gary,37,Wilson1,22,Albert S. Burleson,44,,,59.6,0.8695652
0,1,Campbell,SLIDELL,4,Wise,1884,25,John M.,1884-04-25,1887-02-11,1022,Arthur,13,Walter Q. Gresham,30,Cleveland1,14,William F. Vilas,32,51.5,0.95,15.5,0.9051173
0,0,Crowder,SLIDELL,2,Wise,1887,11,Chas. L.,1887-02-11,1894-04-14,2619,Cleveland1,14,William F. Vilas,32,Cleveland2,16,Wilson S. Bissell,35,15.5,0.9051173,60.4,0.8958333
0,0,Shields,SLIDELL,4,Wise,1894,14,Jas. B.,1894-04-14,1895-01-30,291,Cleveland2,16,Wilson S. Bissell,35,Cleveland2,16,Wilson S. Bissell,35,60.4,0.8958333,39.2,0.8958333
0,0,Durham,SLIDELL,1,Wise,1895,30,Geo. W.,1895-01-30,1903-03-18,2968,Cleveland2,16,Wilson S. Bissell,35,Roosevelt1,19,Henry C. Payne,39,39.2,0.8958333,59.6,0.8695652
0,1,Cox,SYCAMORE,8,Wise,1894,17,David S.,1894-08-17,1897-07-24,1072,Cleveland2,16,Wilson S. Bissell,35,McKinley,17,James A. Gary,37,60.4,0.8958333,59.6,0.8695652
0,0,Gentry,SYCAMORE,7,Wise,1897,24,Arthur Q.,1897-07-24,1898-10-27,460,McKinley,17,James A. Gary,37,McKinley,17,Charles Emory Smith,38,,,59.6,0.8695652
1,0,Flowers,SYCAMORE,10,Wise,1898,27,Wm. H.,1898-10-27,1902-09-15,1418,McKinley,17,Charles Emory Smith,38,Roosevelt1,19,Henry C. Payne,39,,,59.6,0.8695652
1,1,Gibson,TRIPLETT,7,Wise,1879,14,Jesse H.,1879-07-14,1881-01-18,554,Hayes,11,David M. Key,26,Hayes,11,Horace Maynard,27,54.6,0.956,65.4,0.95
0,1,Osman,WILLOW POINT,6,Wise,1878,3,Clarence L.,1878-06-03,1879-11-03,518,Hayes,11,David M. Key,26,Hayes,11,David M. Key,26,54.6,0.956,54.6,0.956
0,0,Greenfield,WILLOW POINT,11,Wise,1879,3,Jas. W.,1879-11-03,1882-07-06,976,Hayes,11,David M. Key,26,Arthur,13,Timothy O. Howe,29,54.6,0.956,65.4,0.95
0,0,Stewart,WILLOW POINT,7,Wise,1882,6,Isaiah B.,1882-07-06,1884-04-07,641,Arthur,13,Timothy O. Howe,29,Arthur,13,Walter Q. Gresham,30,65.4,0.95,51.5,0.95
0,0,Greenfield,WILLOW POINT,4,Wise,1884,7,Jas. W.,1884-04-07,1890-06-05,2250,Arthur,13,Walter Q. Gresham,30,Harrison,15,John Wanamaker,34,51.5,0.95,81.5,0.815
0,0,Ward,WILLOW POINT,6,Wise,1890,5,Mrs. Annie E.,1890-06-05,1891-06-08,368,Harrison,15,John Wanamaker,34,Harrison,15,John Wanamaker,34,81.5,0.815,87.4,0.815
0,0,Cheves,WILLOW POINT,6,Wise,1891,8,Geo. D. N.,1891-06-08,1894-04-09,1036,Harrison,15,John Wanamaker,34,Cleveland2,16,Wilson S. Bissell,35,87.4,0.815,60.4,0.8958333
0,0,Hestand,WILLOW POINT,4,Wise,1894,9,Wm. S.,1894-04-09,1897-09-20,1260,Cleveland2,16,Wilson S. Bissell,35,McKinley,17,James A. Gary,37,60.4,0.8958333,59.6,0.8695652
0,0,Greenfield,WILLOW POINT,9,Wise,1897,20,Mary M.,1897-09-20,1900-08-08,1052,McKinley,17,James A. Gary,37,McKinley,17,Charles Emory Smith,38,,,59.6,0.8695652
0,0,Thrasher,ALBA,10,Wood,1887,4,H. R.,1887-10-04,1888-09-19,351,Cleveland1,14,William F. Vilas,32,Cleveland1,14,Donald M. Dickinson,33,63.7,0.7935484,63.7,0.7935484
0,2,McCrystian,ALBA,4,Wood,1882,12,Jasper,1882-04-12,1887-10-04,2001,Arthur,13,Timothy O. Howe,29,Cleveland1,14,William F. Vilas,32,64.9,0.9395218,63.7,0.7935484
0,0,Higginbotham,ALBA,9,Wood,1888,19,Chris. C.,1888-09-19,1892-04-22,1311,Cleveland1,14,Donald M. Dickinson,33,Harrison,15,John Wanamaker,34,63.7,0.7935484,70.7,1
0,0,Loyd,ALBA,4,Wood,1892,22,John W.,1892-04-22,1894-12-26,978,Harrison,15,John Wanamaker,34,Cleveland2,16,Wilson S. Bissell,35,70.7,1,,0.9288703
0,0,Hopkins,ALBA,12,Wood,1894,26,John E.,1894-12-26,1895-12-17,356,Cleveland2,16,Wilson S. Bissell,35,Cleveland2,16,William L. Wilson,36,,0.9288703,,0.9288703
0,0,McKenzie,ALBA,12,Wood,1895,17,Wm. J.,1895-12-17,1899-05-09,1239,Cleveland2,16,William L. Wilson,36,McKinley,17,Charles Emory Smith,38,,0.9288703,54.5,0.6923077
0,1,Rogers,ANDREWS,11,Wood,1885,6,P. J.,1885-11-06,1886-02-12,98,Cleveland1,14,William F. Vilas,32,Cleveland1,14,William F. Vilas,32,100,0.7935484,100,0.7935484
0,0,Williams,ANDREWS,2,Wood,1886,12,John H.,1886-02-12,1902-01-31,5831,Cleveland1,14,William F. Vilas,32,Roosevelt1,19,Henry C. Payne,39,100,0.7935484,54.5,0.6923077
1,1,Wright,CARTWRIGHT,3,Wood,1894,10,Elmore,1894-03-10,1/31/07,4709,Cleveland2,16,Wilson S. Bissell,35,Roosevelt2,20,George von L. Meyer,42,53.8,0.9288703,54.5,0.6923077
0,1,Clough,COKE,11,Wood,1885,6,J. D.,1885-11-06,1885-12-30,54,Cleveland1,14,William F. Vilas,32,Cleveland1,14,William F. Vilas,32,100,0.7935484,100,0.7935484
0,0,Robinson,COKE,12,Wood,1885,30,Chas. A.,1885-12-30,1889-12-19,1450,Cleveland1,14,William F. Vilas,32,Harrison,15,John Wanamaker,34,100,0.7935484,70.4,1
0,0,Henderson,COKE,12,Wood,1889,19,Washington M.,1889-12-19,1900-06-12,3827,Harrison,15,John Wanamaker,34,McKinley,17,Charles Emory Smith,38,70.4,1,54.5,0.6923077
0,1,Morris,DRUSILLA,3,Wood,1895,20,Munson V.,1895-03-20,1898-11-02,1323,Cleveland2,16,William L. Wilson,36,McKinley,17,Charles Emory Smith,38,,0.9288703,54.5,0.6923077
1,0,Haulk,DRUSILLA,11,Wood,1898,2,T. P.,1898-11-02,1899-01-27,86,McKinley,17,Charles Emory Smith,38,McKinley,17,Charles Emory Smith,38,,,54.5,0.6923077
0,1,Billings,DUPREE,6,Wood,1892,25,Thos. J.,1892-06-25,1893-07-31,401,Harrison,15,John Wanamaker,34,Cleveland2,16,Wilson S. Bissell,35,70.7,1,53.8,0.9288703
1,0,Bankson,DUPREE,4,Wood,1894,26,Wm. J.,1894-04-26,10/31/07,4935,Cleveland2,16,Wilson S. Bissell,35,Roosevelt2,20,George von L. Meyer,42,53.8,0.9288703,54.5,0.6923077
0,1,Perkins,EAGLE,4,Wood,1884,28,Wm. H. C.,1884-04-28,1886-11-12,928,Arthur,13,Walter Q. Gresham,30,Cleveland1,14,William F. Vilas,32,62.3,0.9395218,63.7,0.7935484
0,0,Stephens,EAGLE,11,Wood,1886,12,Jas. W. T.,1886-11-12,1886-12-07,25,Cleveland1,14,William F. Vilas,32,Cleveland1,14,William F. Vilas,32,63.7,0.7935484,63.7,0.7935484
0,0,Perkins,EAGLE,12,Wood,1886,7,Wm. H. C.,1886-12-07,1887-02-11,66,Cleveland1,14,William F. Vilas,32,Cleveland1,14,William F. Vilas,32,63.7,0.7935484,63.7,0.7935484
1,0,Moore,EAGLE,2,Wood,1887,11,S. O.,1887-02-11,1887-06-23,132,Cleveland1,14,William F. Vilas,32,Cleveland1,14,William F. Vilas,32,63.7,0.7935484,63.7,0.7935484
1,1,Arnall,EVANA,8,Wood,1881,31,Jas. A.,1881-08-31,1882-01-20,142,Garfield,12,Thomas L. James,28,Arthur,13,Timothy O. Howe,29,64.9,0.9395218,64.9,0.9395218
0,1,Lambertson,GOLDEN,2,Wood,1885,10,Julius C.,1885-02-10,1886-03-23,406,Arthur,13,Frank Hatton,31,Cleveland1,14,William F. Vilas,32,100,0.7935484,100,0.7935484
0,0,Searcy,GOLDEN,3,Wood,1886,23,Jas. U.,1886-03-23,1886-12-15,267,Cleveland1,14,William F. Vilas,32,Cleveland1,14,William F. Vilas,32,100,0.7935484,63.7,0.7935484
0,0,Bellomy,GOLDEN,12,Wood,1886,15,Wm. A.,1886-12-15,1889-02-26,804,Cleveland1,14,William F. Vilas,32,Cleveland1,14,Donald M. Dickinson,33,63.7,0.7935484,70.4,1
0,0,Brock,GOLDEN,2,Wood,1889,26,Jas. L.,1889-02-26,1892-04-05,1134,Cleveland1,14,Donald M. Dickinson,33,Harrison,15,John Wanamaker,34,70.4,1,70.7,1
0,0,Smith,GOLDEN,4,Wood,1892,5,Ira R.,1892-04-05,1893-06-02,423,Harrison,15,John Wanamaker,34,Cleveland2,16,Wilson S. Bissell,35,70.7,1,53.8,0.9288703
0,0,Hardy,GOLDEN,6,Wood,1893,2,Mary E.,1893-06-02,1900-02-26,2460,Cleveland2,16,Wilson S. Bissell,35,McKinley,17,Charles Emory Smith,38,53.8,0.9288703,54.5,0.6923077
0,-1,Bankston,HAINESVILLE,7,Wood,1893,31,Wm. J.,1893-07-31,1895-10-25,816,Cleveland2,16,Wilson S. Bissell,35,Cleveland2,16,William L. Wilson,36,53.8,0.9288703,,0.9288703
0,0,Mansell,HAINESVILLE,10,Wood,1895,25,John W.,1895-10-25,1898-04-15,903,Cleveland2,16,William L. Wilson,36,McKinley,17,James A. Gary,37,,0.9288703,54.5,0.6923077
0,0,Burkett,HAINESVILLE,4,Wood,1898,15,Ellis M.,1898-04-15,1902-10-31,1659,McKinley,17,James A. Gary,37,Roosevelt1,19,Henry C. Payne,39,,,54.5,0.6923077
0,0,Crow,HAWKINS,5,Wood,1879,8,Sarah R.,1879-05-08,1883-06-07,1491,Hayes,11,David M. Key,26,Arthur,13,Walter Q. Gresham,30,58.9,0.786,62.3,0.9395218
0,0,Crow,HAWKINS,6,Wood,1883,7,Rufus S.,1883-06-07,1886-07-10,1129,Arthur,13,Walter Q. Gresham,30,Cleveland1,14,William F. Vilas,32,62.3,0.9395218,100,0.7935484
0,0,Allen,HAWKINS,7,Wood,1886,10,Benj. F.,1886-07-10,1892-04-08,2099,Cleveland1,14,William F. Vilas,32,Harrison,15,John Wanamaker,34,100,0.7935484,70.7,1
0,0,Allison,HAWKINS,4,Wood,1892,8,John R.,1892-04-08,1894-12-04,970,Harrison,15,John Wanamaker,34,Cleveland2,16,Wilson S. Bissell,35,70.7,1,,0.9288703
0,0,Wood,HAWKINS,12,Wood,1894,4,Wiley W.,1894-12-04,1895-12-06,367,Cleveland2,16,Wilson S. Bissell,35,Cleveland2,16,William L. Wilson,36,,0.9288703,,0.9288703
0,0,Allen,HAWKINS,12,Wood,1895,6,Benj. F.,1895-12-06,1901-11-12,2167,Cleveland2,16,William L. Wilson,36,Roosevelt1,19,Charles Emory Smith,38,,0.9288703,54.5,0.6923077
1,4,Bowman Jr.,LAKE FORK,2,Wood,1877,26,John M.,1877-02-26,1878-11-27,639,Grant2,10,James N. Tyner,25,Hayes,11,David M. Key,26,58.9,0.786,58.9,0.786
0,1,Mapes,MAPES,7,Wood,1893,19,Jos. C.,1893-07-19,1894-04-05,260,Cleveland2,16,Wilson S. Bissell,35,Cleveland2,16,Wilson S. Bissell,35,53.8,0.9288703,53.8,0.9288703
1,0,Moore,MAPES,4,Wood,1894,5,John T.,1894-04-05,1894-09-19,167,Cleveland2,16,Wilson S. Bissell,35,Cleveland2,16,Wilson S. Bissell,35,53.8,0.9288703,53.8,0.9288703
0,0,Landers,MINEOLA,5,Wood,1878,6,Jas. H.,1878-05-06,1882-08-04,1551,Hayes,11,David M. Key,26,Arthur,13,Timothy O. Howe,29,58.9,0.786,64.9,0.9395218
0,0,Breen,MINEOLA,8,Wood,1882,4,Thos.,1882-08-04,1886-08-03,1460,Arthur,13,Timothy O. Howe,29,Cleveland1,14,William F. Vilas,32,64.9,0.9395218,100,0.7935484
0,0,Cage,MINEOLA,8,Wood,1886,3,John W.,1886-08-03,1889-08-29,1122,Cleveland1,14,William F. Vilas,32,Harrison,15,John Wanamaker,34,100,0.7935484,70.4,1
0,0,Breen,MINEOLA,8,Wood,1889,29,Thos.,1889-08-29,1893-12-19,1573,Harrison,15,John Wanamaker,34,Cleveland2,16,Wilson S. Bissell,35,70.4,1,53.8,0.9288703
0,0,Robins,MINEOLA,12,Wood,1893,19,Jas. M.,1893-12-19,1897-05-12,1240,Cleveland2,16,Wilson S. Bissell,35,McKinley,17,James A. Gary,37,53.8,0.9288703,54.5,0.6923077
0,0,Breen,MINEOLA,5,Wood,1897,12,Thos.,1897-05-12,2/13/07,3563,McKinley,17,James A. Gary,37,Roosevelt2,20,George von L. Meyer,42,,,54.5,0.6923077
0,1,Biron,PERRYVILLE,4,Wood,1894,28,John,1894-04-28,1895-04-16,353,Cleveland2,16,Wilson S. Bissell,35,Cleveland2,16,William L. Wilson,36,53.8,0.9288703,,0.9288703
0,0,Spence,PERRYVILLE,4,Wood,1895,16,Wm. H.,1895-04-16,1896-10-23,556,Cleveland2,16,William L. Wilson,36,Cleveland2,16,William L. Wilson,36,,0.9288703,,0.9288703
0,0,Richards,PERRYVILLE,10,Wood,1896,23,Thos. E.,1896-10-23,1902-07-25,2100,Cleveland2,16,William L. Wilson,36,Roosevelt1,19,Henry C. Payne,39,,0.9288703,54.5,0.6923077
1,0,Burkett,PINE MILLS,8,Wood,1878,19,Willis E.,1878-08-19,6/29/07,10540,Hayes,11,David M. Key,26,Roosevelt2,20,George von L. Meyer,42,58.9,0.786,54.5,0.6923077
0,1,Wilson,PLEASANT GROVE,5,Wood,1892,14,Jas. P.,1892-05-14,1893-11-17,552,Harrison,15,John Wanamaker,34,Cleveland2,16,Wilson S. Bissell,35,70.7,1,53.8,0.9288703
0,0,Gibson,PLEASANT GROVE,11,Wood,1893,17,Robt. F.,1893-11-17,1902-11-29,3298,Cleveland2,16,Wilson S. Bissell,35,Roosevelt1,19,Henry C. Payne,39,53.8,0.9288703,54.5,0.6923077
0,0,Hart,QUITMAN,4,Wood,1878,8,Vincent T.,1878-04-08,1881-02-15,1044,Hayes,11,David M. Key,26,Hayes,11,Horace Maynard,27,58.9,0.786,64.9,0.9395218
0,0,Giles,QUITMAN,2,Wood,1881,15,Fannie A.,1881-02-15,1886-03-20,1859,Hayes,11,Horace Maynard,27,Cleveland1,14,William F. Vilas,32,64.9,0.9395218,100,0.7935484
0,0,Newman,QUITMAN,3,Wood,1886,20,Chas. A.,1886-03-20,1889-08-01,1230,Cleveland1,14,William F. Vilas,32,Harrison,15,John Wanamaker,34,100,0.7935484,70.4,1
0,0,Grogan,QUITMAN,8,Wood,1889,1,John R.,1889-08-01,1893-07-31,1460,Harrison,15,John Wanamaker,34,Cleveland2,16,Wilson S. Bissell,35,70.4,1,53.8,0.9288703
0,0,Stephens,QUITMAN,7,Wood,1893,31,Thos. A.,1893-07-31,1897-08-06,1467,Cleveland2,16,Wilson S. Bissell,35,McKinley,17,James A. Gary,37,53.8,0.9288703,54.5,0.6923077
0,0,Grogan,QUITMAN,8,Wood,1897,6,John R.,1897-08-06,1899-01-19,531,McKinley,17,James A. Gary,37,McKinley,17,Charles Emory Smith,38,,,54.5,0.6923077
0,1,Phillips,SPEER,5,Wood,1886,6,John B.,1886-05-06,1888-10-24,902,Cleveland1,14,William F. Vilas,32,Cleveland1,14,Donald M. Dickinson,33,100,0.7935484,63.7,0.7935484
1,0,Stinson,SPEER,10,Wood,1888,24,Jas. A.,1888-10-24,8/15/06,6503,Cleveland1,14,Donald M. Dickinson,33,Roosevelt2,20,George B. Cortelyou,41,63.7,0.7935484,54.5,0.6923077
0,1,Storm,STORMVILLE,5,Wood,1878,2,Washington,1878-05-02,1886-05-26,2946,Hayes,11,David M. Key,26,Cleveland1,14,William F. Vilas,32,58.9,0.786,100,0.7935484
0,0,Stephens,STORMVILLE,5,Wood,1886,26,Thos. A.,1886-05-26,1886-12-16,204,Cleveland1,14,William F. Vilas,32,Cleveland1,14,William F. Vilas,32,100,0.7935484,63.7,0.7935484
0,0,Dial,STORMVILLE,12,Wood,1886,16,Ransom C.,1886-12-16,1893-12-27,2568,Cleveland1,14,William F. Vilas,32,Cleveland2,16,Wilson S. Bissell,35,63.7,0.7935484,53.8,0.9288703
1,0,McWhorter,STORMVILLE,12,Wood,1893,27,Thos. M.,1893-12-27,3/31/05,4111,Cleveland2,16,Wilson S. Bissell,35,Roosevelt2,20,George B. Cortelyou,41,53.8,0.9288703,54.5,0.6923077
0,1,Richards,STOUT,4,Wood,1884,2,Wm. L.,1884-04-02,1888-04-24,1483,Arthur,13,Walter Q. Gresham,30,Cleveland1,14,Donald M. Dickinson,33,62.3,0.9395218,63.7,0.7935484
0,0,Browning,STOUT,4,Wood,1888,24,Caleb L.,1888-04-24,1890-03-20,695,Cleveland1,14,Donald M. Dickinson,33,Harrison,15,John Wanamaker,34,63.7,0.7935484,70.4,1
